id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
14412,Morera,02/12/2011 09:58,Bajo (2 - 4 mts),38,Mediano,-68.8787462936,-32.8676734357,8,Aeroparque,2203364.73622,no,bajo
14414,Morera,02/12/2011 09:50,Bajo (2 - 4 mts),70,Grande,-68.8788525499,-32.8680608294,8,Aeroparque,2203364.73622,no,medio
14415,Olmo comun,02/12/2011 09:49,Bajo (2 - 4 mts),55,Mediano,-68.8788725156,-32.868140729,8,Aeroparque,2203364.73622,no,bajo
14417,Conifera,02/12/2011 09:47,Bajo (2 - 4 mts),25,Mediano,-68.878913149,-32.8682471512,8,Aeroparque,2203364.73622,no,bajo
14419,Morera,02/12/2011 09:44,Medio (4 - 8 mts),66,Grande,-68.878932189,-32.8683219202,8,Aeroparque,2203364.73622,no,medio
14420,Morera,02/12/2011 09:41,Bajo (2 - 4 mts),55,Mediano,-68.8788982135,-32.8684165229,8,Aeroparque,2203364.73622,no,bajo
14423,Acer,02/12/2011 09:38,Bajo (2 - 4 mts),30,Mediano,-68.8787954063,-32.8684393462,8,Aeroparque,2203364.73622,no,bajo
14424,Morera,02/12/2011 09:37,Bajo (2 - 4 mts),28,Mediano,-68.8787487338,-32.8684500339,8,Aeroparque,2203364.73622,no,bajo
14426,Aguaribay,02/12/2011 09:33,Medio (4 - 8 mts),86,Grande,-68.8785937882,-32.8684784656,8,Aeroparque,2203364.73622,no,medio
14430,Morera,02/12/2011 09:23,Bajo (2 - 4 mts),40,Mediano,-68.8781323633,-32.8684382206,8,Aeroparque,2203364.73622,no,bajo
14431,Morera,02/12/2011 09:05,Medio (4 - 8 mts),75,Grande,-68.8781218631,-32.8683892654,8,Aeroparque,2203364.73622,no,medio
14432,Morera,02/12/2011 09:05,Medio (4 - 8 mts),75,Grande,-68.8781033593,-32.8683440265,8,Aeroparque,2203364.73622,no,medio
14433,Morera,02/12/2011 09:04,Medio (4 - 8 mts),80,Grande,-68.8780842338,-32.8682604207,8,Aeroparque,2203364.73622,no,medio
14434,Morera,02/12/2011 09:03,Medio (4 - 8 mts),56,Mediano,-68.878073499,-32.868230639,8,Aeroparque,2203364.73622,no,bajo
14435,Fresno americano,02/12/2011 09:00,Bajo (2 - 4 mts),32,Mediano,-68.8780568622,-32.8681578271,8,Aeroparque,2203364.73622,no,bajo
14442,Prunas,02/12/2011 08:52,Muy bajo (1 - 2 mts),22,Mediano,-68.877946942,-32.8677410023,8,Aeroparque,2203364.73622,no,bajo
14444,Morera,02/12/2011 08:49,Medio (4 - 8 mts),72,Grande,-68.877920668,-32.8676259817,8,Aeroparque,2203364.73622,no,medio
14445,Prunas,02/12/2011 08:48,Bajo (2 - 4 mts),30,Mediano,-68.8779018061,-32.867569326900004,8,Aeroparque,2203364.73622,no,bajo
14449,Acer,02/12/2011 08:44,Muy bajo (1 - 2 mts),12,Chico,-68.8778468397,-32.8673959016,8,Aeroparque,2203364.73622,no,bajo
14450,Acer,02/12/2011 08:44,Muy bajo (1 - 2 mts),18,Chico,-68.8778407669,-32.8673738663,8,Aeroparque,2203364.73622,no,bajo
14451,Paraiso sombrilla,02/12/2011 08:43,Bajo (2 - 4 mts),60,Mediano,-68.8778370317,-32.8673535277,8,Aeroparque,2203364.73622,no,bajo
14452,Paraiso sombrilla,02/12/2011 08:41,Bajo (2 - 4 mts),60,Mediano,-68.8778274629,-32.8673322789,8,Aeroparque,2203364.73622,no,bajo
14454,Acer,02/12/2011 10:50,Bajo (2 - 4 mts),62,Grande,-68.8783875703,-32.8658803006,8,Aeroparque,2203364.73622,no,bajo
14455,Acer,02/12/2011 10:48,Bajo (2 - 4 mts),62,Grande,-68.8783983505,-32.8659118785,8,Aeroparque,2203364.73622,no,bajo
14458,Jacarand,02/12/2011 10:38,Bajo (2 - 4 mts),40,Mediano,-68.8784206109,-32.8660046585,8,Aeroparque,2203364.73622,no,bajo
14462,Morera,02/12/2011 10:30,Medio (4 - 8 mts),70,Grande,-68.8784803188,-32.8661964332,8,Aeroparque,2203364.73622,no,medio
14463,Morera,02/12/2011 10:27,Medio (4 - 8 mts),130,Grande,-68.8784886624,-32.8662324081,8,Aeroparque,2203364.73622,no,alto
14464,Morera,02/12/2011 10:21,Bajo (2 - 4 mts),15,Chico,-68.8785002808,-32.8662730534,8,Aeroparque,2203364.73622,no,bajo
14467,Morera,02/12/2011 10:02,Bajo (2 - 4 mts),42,Mediano,-68.8785415082,-32.8664365275,8,Aeroparque,2203364.73622,no,bajo
14468,Morera,02/12/2011 10:00,Muy bajo (1 - 2 mts),8,Chico,-68.8785451312,-32.8664624836,8,Aeroparque,2203364.73622,no,bajo
14471,Paraiso,02/12/2011 09:50,Medio (4 - 8 mts),80,Grande,-68.878591468,-32.8666236941,8,Aeroparque,2203364.73622,no,medio
14473,Fresno europeo,02/12/2011 09:40,Muy bajo (1 - 2 mts),12,Chico,-68.8786302594,-32.8667787773,8,Aeroparque,2203364.73622,no,bajo
14474,Jacarand,02/12/2011 09:37,Bajo (2 - 4 mts),24,Mediano,-68.8786378338,-32.8668084586,8,Aeroparque,2203364.73622,no,bajo
14476,Acacia SP,30/11/2011 18:50,Bajo (2 - 4 mts),22,Mediano,-68.8786484833,-32.8668600856,8,Aeroparque,2203364.73622,no,bajo
14478,Olmo comun,30/11/2011 18:38,Bajo (2 - 4 mts),62,Grande,-68.8786727735,-32.8669291114,8,Aeroparque,2203364.73622,no,bajo
14482,Prunas,30/11/2011 18:28,Muy bajo (1 - 2 mts),4,Chico,-68.8789256725,-32.8669584748,8,Aeroparque,2203364.73622,no,bajo
14483,Liquidambar,30/11/2011 18:26,Bajo (2 - 4 mts),14,Chico,-68.8789957268,-32.8669450181,8,Aeroparque,2203364.73622,no,bajo
14484,Morera,30/11/2011 18:25,Medio (4 - 8 mts),60,Mediano,-68.8790559662,-32.866933177600004,8,Aeroparque,2203364.73622,no,bajo
14489,Morera,30/11/2011 18:12,Bajo (2 - 4 mts),22,Mediano,-68.879269877,-32.8668407539,8,Aeroparque,2203364.73622,no,bajo
14490,Morera,30/11/2011 18:10,Bajo (2 - 4 mts),24,Mediano,-68.8792636417,-32.8668201018,8,Aeroparque,2203364.73622,no,bajo
14491,Morera,30/11/2011 18:08,Bajo (2 - 4 mts),16,Chico,-68.8792457454,-32.8667568315,8,Aeroparque,2203364.73622,no,bajo
14494,Olmo bola,30/11/2011 18:00,Bajo (2 - 4 mts),80,Grande,-68.8791964687,-32.8665738371,8,Aeroparque,2203364.73622,no,medio
14496,Paraiso,30/11/2011 17:55,Muy bajo (1 - 2 mts),5,Chico,-68.8791783129,-32.8664908897,8,Aeroparque,2203364.73622,no,bajo
14497,Jacarand,30/11/2011 17:53,Bajo (2 - 4 mts),26,Mediano,-68.8791644861,-32.8664404274,8,Aeroparque,2203364.73622,no,bajo
14498,Paraiso,30/11/2011 17:51,Bajo (2 - 4 mts),16,Chico,-68.8791533858,-32.8664044066,8,Aeroparque,2203364.73622,no,bajo
14499,Morera,30/11/2011 17:49,Medio (4 - 8 mts),66,Grande,-68.8791379761,-32.8663330892,8,Aeroparque,2203364.73622,no,medio
14500,Morera,30/11/2011 17:44,Bajo (2 - 4 mts),36,Mediano,-68.879127103,-32.8663059837,8,Aeroparque,2203364.73622,no,bajo
14501,Morera,30/11/2011 17:40,Bajo (2 - 4 mts),44,Mediano,-68.8791182133,-32.866269955,8,Aeroparque,2203364.73622,no,bajo
14504,Fresno americano,30/11/2011 17:33,Bajo (2 - 4 mts),62,Grande,-68.8790805224,-32.8661443332,8,Aeroparque,2203364.73622,no,bajo
14506,Perenne,30/11/2011 17:07,Muy bajo (1 - 2 mts),14,Chico,-68.8790525657,-32.8660387014,8,Aeroparque,2203364.73622,no,bajo
14507,Morera,30/11/2011 17:04,Bajo (2 - 4 mts),64,Grande,-68.8790402093,-32.8659945713,8,Aeroparque,2203364.73622,no,medio
14509,Fresno europeo,30/11/2011 16:59,Bajo (2 - 4 mts),22,Mediano,-68.8790170598,-32.865906143,8,Aeroparque,2203364.73622,no,bajo
14510,Fresno europeo,30/11/2011 16:57,Bajo (2 - 4 mts),16,Chico,-68.8790098275,-32.8658738544,8,Aeroparque,2203364.73622,no,bajo
14513,Acacia SP,30/11/2011 16:47,Bajo (2 - 4 mts),104,Grande,-68.8789830818,-32.8657594377,8,Aeroparque,2203364.73622,no,medio
14514,Jacarand,30/11/2011 16:44,Bajo (2 - 4 mts),38,Mediano,-68.8789746301,-32.8657305933,8,Aeroparque,2203364.73622,no,bajo
14516,Acacia SP,30/11/2011 16:39,Bajo (2 - 4 mts),100,Grande,-68.8789596912,-32.8656652888,8,Aeroparque,2203364.73622,no,medio
14517,Acacia SP,30/11/2011 16:35,Bajo (2 - 4 mts),110,Grande,-68.8788431648,-32.8656318936,8,Aeroparque,2203364.73622,no,medio
14518,Morera,30/11/2011 16:30,Bajo (2 - 4 mts),46,Mediano,-68.8787795692,-32.8656461166,8,Aeroparque,2203364.73622,no,bajo
14520,Morera,30/11/2011 16:27,Bajo (2 - 4 mts),62,Grande,-68.8786770601,-32.865663411,8,Aeroparque,2203364.73622,no,bajo
14522,Paraiso sombrilla,30/11/2011 16:22,Bajo (2 - 4 mts),110,Grande,-68.8785714341,-32.8656848662,8,Aeroparque,2203364.73622,no,medio
14523,Paraiso sombrilla,30/11/2011 16:20,Bajo (2 - 4 mts),120,Grande,-68.878518992,-32.8656934229,8,Aeroparque,2203364.73622,no,medio
14526,Morera,05/12/2011 17:15,Muy bajo (1 - 2 mts),2,Chico,-68.8796412944,-32.8682088691,8,Aeroparque,2203364.73622,no,bajo
14527,Conifera,05/12/2011 17:13,Muy bajo (1 - 2 mts),16,Chico,-68.879635309,-32.8681818215,8,Aeroparque,2203364.73622,no,bajo
14530,Paraiso,05/12/2011 17:08,Bajo (2 - 4 mts),60,Mediano,-68.8796100693,-32.8681101801,8,Aeroparque,2203364.73622,no,bajo
14531,Paraiso sombrilla,05/12/2011 17:06,Bajo (2 - 4 mts),90,Grande,-68.8795954099,-32.8680627647,8,Aeroparque,2203364.73622,no,medio
14534,Paraiso sombrilla,05/12/2011 13:10,Bajo (2 - 4 mts),140,Grande,-68.8795653845,-32.8679682228,8,Aeroparque,2203364.73622,no,alto
14535,Conifera,05/12/2011 13:08,Medio (4 - 8 mts),70,Grande,-68.879555715,-32.867898572,8,Aeroparque,2203364.73622,no,medio
14537,Paraiso sombrilla,05/12/2011 13:04,Bajo (2 - 4 mts),44,Mediano,-68.8795274306,-32.8678132994,8,Aeroparque,2203364.73622,no,bajo
14538,Paraiso,05/12/2011 13:02,Bajo (2 - 4 mts),40,Mediano,-68.8795176864,-32.8677886323,8,Aeroparque,2203364.73622,no,bajo
14540,Paraiso,05/12/2011 12:58,Medio (4 - 8 mts),120,Grande,-68.8795009442,-32.8677123543,8,Aeroparque,2203364.73622,no,medio
14542,Liquidambar,05/12/2011 12:53,Bajo (2 - 4 mts),18,Chico,-68.8794755083,-32.8676192208,8,Aeroparque,2203364.73622,no,bajo
14544,Morera,05/12/2011 12:46,Medio (4 - 8 mts),50,Mediano,-68.8794513031,-32.8675404786,8,Aeroparque,2203364.73622,no,bajo
14546,Olmo bola,05/12/2011 12:42,Bajo (2 - 4 mts),60,Mediano,-68.8794347826,-32.8674638474,8,Aeroparque,2203364.73622,no,bajo
14547,Morera,05/12/2011 12:40,Bajo (2 - 4 mts),34,Mediano,-68.8794269044,-32.8674381379,8,Aeroparque,2203364.73622,no,bajo
14548,Morera,05/12/2011 12:38,Bajo (2 - 4 mts),38,Mediano,-68.879417963,-32.8673919634,8,Aeroparque,2203364.73622,no,bajo
14551,Fresno europeo,02/12/2011 17:32,Bajo (2 - 4 mts),28,Mediano,-68.8793802261,-32.8672641378,8,Aeroparque,2203364.73622,no,bajo
14552,Aguaribay,15/12/2011 08:16,Bajo (2 - 4 mts),18,Chico,-68.879368456,-32.8672175647,8,Aeroparque,2203364.73622,no,bajo
14555,Paraiso,15/12/2011 08:12,Muy bajo (1 - 2 mts),2,Chico,-68.8793332533,-32.8670923592,8,Aeroparque,2203364.73622,no,bajo
14556,Perenne,15/12/2011 08:11,Muy bajo (1 - 2 mts),60,Mediano,-68.8793217983,-32.8670522011,8,Aeroparque,2203364.73622,no,bajo
14557,Aguaribay,15/12/2011 08:10,Medio (4 - 8 mts),90,Grande,-68.8792763814,-32.867004215,8,Aeroparque,2203364.73622,si,medio
14558,Aguaribay,15/12/2011 08:09,Bajo (2 - 4 mts),20,Chico,-68.8792377617,-32.8670093039,8,Aeroparque,2203364.73622,no,bajo
14560,Perenne,15/12/2011 08:07,Bajo (2 - 4 mts),80,Grande,-68.8791608375,-32.8670249038,8,Aeroparque,2203364.73622,no,medio
14563,Aguaribay,15/12/2011 07:45,Alto (> 8 mts),200,Grande,-68.8789045661,-32.8670742339,8,Aeroparque,2203364.73622,no,alto
14564,Aguaribay,14/12/2011 11:12,Medio (4 - 8 mts),35,Mediano,-68.878838071,-32.8668690663,8,Aeroparque,2203364.73622,si,bajo
14565,Aguaribay,14/12/2011 11:11,Medio (4 - 8 mts),150,Grande,-68.8787853488,-32.8670917042,8,Aeroparque,2203364.73622,no,alto
14566,Aguaribay,14/12/2011 11:10,Alto (> 8 mts),220,Grande,-68.8787347075,-32.8671700197,8,Aeroparque,2203364.73622,no,muy alto
14568,Aguaribay,14/12/2011 11:08,Alto (> 8 mts),185,Grande,-68.8787497744,-32.8672347444,8,Aeroparque,2203364.73622,no,alto
14569,Aguaribay,14/12/2011 11:07,Alto (> 8 mts),140,Grande,-68.8787626183,-32.8673022876,8,Aeroparque,2203364.73622,no,alto
14570,Aguaribay,14/12/2011 11:06,Alto (> 8 mts),125,Grande,-68.8787741702,-32.867333107,8,Aeroparque,2203364.73622,no,medio
14571,Aguaribay,14/12/2011 11:00,Alto (> 8 mts),185,Grande,-68.8787932727,-32.8673930846,8,Aeroparque,2203364.73622,no,alto
14572,Aguaribay,14/12/2011 10:58,Alto (> 8 mts),185,Grande,-68.8787983584,-32.8674222531,8,Aeroparque,2203364.73622,no,alto
14575,Jacarand,14/12/2011 10:49,Bajo (2 - 4 mts),50,Mediano,-68.8788470874,-32.8675725047,8,Aeroparque,2203364.73622,no,bajo
14580,Morera,14/12/2011 10:37,Bajo (2 - 4 mts),20,Chico,-68.8788940276,-32.8677677951,8,Aeroparque,2203364.73622,no,bajo
14583,Aguaribay,14/12/2011 10:33,Bajo (2 - 4 mts),35,Mediano,-68.8789406394,-32.8679398891,8,Aeroparque,2203364.73622,no,bajo
14585,Acer,14/12/2011 10:28,Medio (4 - 8 mts),20,Chico,-68.8789811443,-32.8680865881,8,Aeroparque,2203364.73622,no,bajo
14589,Aguaribay,14/12/2011 10:21,Medio (4 - 8 mts),150,Grande,-68.8790320399,-32.8682776254,8,Aeroparque,2203364.73622,no,alto
14592,Aguaribay,14/12/2011 10:17,Medio (4 - 8 mts),120,Grande,-68.8791826793,-32.8683600913,8,Aeroparque,2203364.73622,no,medio
14593,Paraiso,14/12/2011 10:13,Medio (4 - 8 mts),68,Grande,-68.8792623481,-32.8683447519,8,Aeroparque,2203364.73622,no,medio
14594,Paraiso,14/12/2011 10:12,Medio (4 - 8 mts),70,Grande,-68.8793388675,-32.8683282318,8,Aeroparque,2203364.73622,no,medio
14595,Paraiso,14/12/2011 10:10,Medio (4 - 8 mts),65,Grande,-68.8793911984,-32.8683176215,8,Aeroparque,2203364.73622,no,medio
14597,Morera,14/12/2011 10:06,Medio (4 - 8 mts),25,Mediano,-68.8794949914,-32.8683019518,8,Aeroparque,2203364.73622,no,bajo
14598,Morera,14/12/2011 10:05,Medio (4 - 8 mts),40,Mediano,-68.8795549117,-32.8682904624,8,Aeroparque,2203364.73622,no,bajo
14601,Aguaribay,14/12/2011 10:00,Alto (> 8 mts),70,Grande,-68.8802260243,-32.8664742853,8,Aeroparque,2203364.73622,si,medio
14602,Aguaribay,13/12/2011 13:00,Medio (4 - 8 mts),180,Grande,-68.8800776582,-32.8655371255,8,Aeroparque,2203364.73622,no,alto
14603,Aguaribay,13/12/2011 12:55,Medio (4 - 8 mts),90,Grande,-68.8801190357,-32.865701344,8,Aeroparque,2203364.73622,no,medio
14604,Aguaribay,13/12/2011 12:54,Alto (> 8 mts),180,Grande,-68.8801298349,-32.8657517817,8,Aeroparque,2203364.73622,no,alto
14607,Aguaribay,13/12/2011 12:46,Medio (4 - 8 mts),90,Grande,-68.8801828298,-32.8659327,8,Aeroparque,2203364.73622,si,medio
14608,Paraiso,13/12/2011 12:44,Bajo (2 - 4 mts),55,Mediano,-68.8801969152,-32.8659667354,8,Aeroparque,2203364.73622,no,bajo
14609,Paraiso,13/12/2011 12:43,Bajo (2 - 4 mts),50,Mediano,-68.8802088613,-32.866016102,8,Aeroparque,2203364.73622,no,bajo
14611,Aguaribay,13/12/2011 12:41,Medio (4 - 8 mts),180,Grande,-68.8802362308,-32.8661184093,8,Aeroparque,2203364.73622,no,alto
14612,Paraiso,13/12/2011 12:25,Medio (4 - 8 mts),30,Mediano,-68.8802528511,-32.8661799804,8,Aeroparque,2203364.73622,no,bajo
14613,Paraiso,13/12/2011 12:22,Medio (4 - 8 mts),45,Mediano,-68.8802638815,-32.8662198693,8,Aeroparque,2203364.73622,no,bajo
14616,Paraiso,13/12/2011 11:10,Medio (4 - 8 mts),95,Grande,-68.8800240685,-32.8663776049,8,Aeroparque,2203364.73622,no,medio
14620,Acer,13/12/2011 11:03,Medio (4 - 8 mts),90,Grande,-68.8798092892,-32.8664277359,8,Aeroparque,2203364.73622,no,medio
14621,Acer,13/12/2011 11:02,Medio (4 - 8 mts),95,Grande,-68.8797506377,-32.8664389922,8,Aeroparque,2203364.73622,no,medio
14622,Acer,13/12/2011 11:01,Medio (4 - 8 mts),65,Grande,-68.8796502162,-32.8664582424,8,Aeroparque,2203364.73622,no,medio
14624,Acer,13/12/2011 10:59,Medio (4 - 8 mts),100,Grande,-68.8795044986,-32.8664848501,8,Aeroparque,2203364.73622,no,medio
14626,Acer,13/12/2011 10:55,Medio (4 - 8 mts),65,Grande,-68.8793159312,-32.8664039449,8,Aeroparque,2203364.73622,no,medio
14628,Caducifolio,13/12/2011 10:53,Medio (4 - 8 mts),35,Mediano,-68.8792722228,-32.8662591572,8,Aeroparque,2203364.73622,no,bajo
14629,Liquidambar,13/12/2011 10:51,Medio (4 - 8 mts),40,Mediano,-68.8792503444,-32.8661542211,8,Aeroparque,2203364.73622,no,bajo
14632,Aguaribay,12/12/2011 12:47,Medio (4 - 8 mts),125,Grande,-68.8791596727,-32.8658425066,8,Aeroparque,2203364.73622,no,medio
14633,Aguaribay,12/12/2011 12:46,Medio (4 - 8 mts),180,Grande,-68.8791439107,-32.865780599,8,Aeroparque,2203364.73622,no,alto
14634,Aguaribay,12/12/2011 12:44,Medio (4 - 8 mts),180,Grande,-68.8791114085,-32.8656642399,8,Aeroparque,2203364.73622,si,alto
14635,Aguaribay,12/12/2011 12:41,Medio (4 - 8 mts),120,Grande,-68.8791033415,-32.8656227866,8,Aeroparque,2203364.73622,no,medio
14636,Aguaribay,12/12/2011 12:39,Medio (4 - 8 mts),70,Grande,-68.8791711598,-32.8655704717,8,Aeroparque,2203364.73622,no,medio
14637,Aguaribay,12/12/2011 12:38,Medio (4 - 8 mts),110,Grande,-68.8792540087,-32.8655489849,8,Aeroparque,2203364.73622,no,medio
14639,Acer,12/12/2011 12:36,Medio (4 - 8 mts),90,Grande,-68.8794406637,-32.8655163306,8,Aeroparque,2203364.73622,no,medio
14642,Acer,12/12/2011 12:28,Medio (4 - 8 mts),100,Grande,-68.8797178971,-32.8654593082,8,Aeroparque,2203364.73622,no,medio
14643,Aguaribay,12/12/2011 12:27,Bajo (2 - 4 mts),15,Chico,-68.8797616695,-32.8654532106,8,Aeroparque,2203364.73622,no,bajo
14650,Aguaribay,15/12/2011 17:58,Bajo (2 - 4 mts),60,Mediano,-68.8824264111,-32.8676306509,8,Aeroparque,2203364.73622,no,bajo
14652,Aguaribay,15/12/2011 17:54,Muy bajo (1 - 2 mts),8,Chico,-68.882451648,-32.8675343574,8,Aeroparque,2203364.73622,no,bajo
14653,Aguaribay,15/12/2011 17:51,Bajo (2 - 4 mts),22,Mediano,-68.8824751656,-32.8674284465,8,Aeroparque,2203364.73622,no,bajo
14655,Aguaribay,15/12/2011 17:47,Bajo (2 - 4 mts),20,Chico,-68.882497716,-32.8673161976,8,Aeroparque,2203364.73622,no,bajo
14661,Aguaribay,15/12/2011 17:36,Bajo (2 - 4 mts),100,Grande,-68.8822620426,-32.8672002695,8,Aeroparque,2203364.73622,no,medio
14663,Aguaribay,15/12/2011 17:33,Bajo (2 - 4 mts),80,Grande,-68.882158685,-32.8672200744,8,Aeroparque,2203364.73622,no,medio
14664,Jacarand,15/12/2011 17:30,Muy bajo (1 - 2 mts),4,Chico,-68.8821057488,-32.8672294392,8,Aeroparque,2203364.73622,no,bajo
14666,Paraiso sombrilla,15/12/2011 17:26,Muy bajo (1 - 2 mts),3,Chico,-68.8819936625,-32.8672503818,8,Aeroparque,2203364.73622,no,bajo
14667,Aguaribay,15/12/2011 17:24,Bajo (2 - 4 mts),120,Grande,-68.8819483181,-32.8672610259,8,Aeroparque,2203364.73622,no,medio
14669,Paraiso sombrilla,15/12/2011 17:14,Muy bajo (1 - 2 mts),15,Chico,-68.8818124626,-32.8672861532,8,Aeroparque,2203364.73622,no,bajo
14670,Aguaribay,15/12/2011 17:12,Medio (4 - 8 mts),160,Grande,-68.8817654834,-32.8672944107,8,Aeroparque,2203364.73622,no,alto
14671,Aguaribay,15/12/2011 17:11,Medio (4 - 8 mts),60,Mediano,-68.8816886354,-32.8673099473,8,Aeroparque,2203364.73622,no,bajo
14672,Aguaribay,15/12/2011 17:09,Muy bajo (1 - 2 mts),3,Chico,-68.8816282073,-32.8673271675,8,Aeroparque,2203364.73622,no,bajo
14674,Aguaribay,15/12/2011 17:04,Medio (4 - 8 mts),100,Grande,-68.8814969742,-32.8673495406,8,Aeroparque,2203364.73622,no,medio
14676,Aguaribay,15/12/2011 17:00,Bajo (2 - 4 mts),70,Grande,-68.8813528109,-32.8673845764,8,Aeroparque,2203364.73622,no,medio
14679,Paraiso sombrilla,14/12/2011 17:24,Bajo (2 - 4 mts),50,Mediano,-68.881210606,-32.8674074761,8,Aeroparque,2203364.73622,no,bajo
14683,Paraiso sombrilla,14/12/2011 17:15,Bajo (2 - 4 mts),34,Mediano,-68.8810477054,-32.867514165,8,Aeroparque,2203364.73622,no,bajo
14689,Fresno europeo,14/12/2011 16:51,Muy bajo (1 - 2 mts),8,Chico,-68.881154659,-32.8678756003,8,Aeroparque,2203364.73622,no,bajo
14690,Fresno europeo,14/12/2011 16:40,Muy bajo (1 - 2 mts),9,Chico,-68.8811762472,-32.8679365809,8,Aeroparque,2203364.73622,no,bajo
14694,Morera,06/12/2011 08:26,Alto (> 8 mts),150,Grande,-68.8769930308,-32.8689244393,8,Aeroparque,2203364.73622,no,alto
14695,Morera,06/12/2011 08:23,Medio (4 - 8 mts),38,Mediano,-68.8769441042,-32.8689329347,8,Aeroparque,2203364.73622,no,bajo
14697,Acer,06/12/2011 08:21,Bajo (2 - 4 mts),25,Mediano,-68.8767379954,-32.8689721359,8,Aeroparque,2203364.73622,no,bajo
14698,Morera,06/12/2011 08:20,Medio (4 - 8 mts),100,Grande,-68.8766860645,-32.868979695,8,Aeroparque,2203364.73622,no,medio
14699,Morera,06/12/2011 08:19,Medio (4 - 8 mts),80,Grande,-68.8766138586,-32.8689931113,8,Aeroparque,2203364.73622,no,medio
14707,Aguaribay,06/12/2011 08:11,Muy bajo (1 - 2 mts),15,Chico,-68.8774453693,-32.8698408133,8,Aeroparque,2203364.73622,no,bajo
14708,Aguaribay,06/12/2011 08:10,Muy bajo (1 - 2 mts),6,Chico,-68.8774103116,-32.8697302474,8,Aeroparque,2203364.73622,no,bajo
14711,Aguaribay,06/12/2011 08:08,Muy bajo (1 - 2 mts),18,Chico,-68.8773601067,-32.8695019918,8,Aeroparque,2203364.73622,no,bajo
14718,Paraiso sombrilla,30/11/2011 18:18,Bajo (2 - 4 mts),130,Grande,-68.8775939993,-32.8699829514,8,Aeroparque,2203364.73622,no,alto
14720,Paraiso sombrilla,30/11/2011 18:14,Bajo (2 - 4 mts),90,Grande,-68.8775470981,-32.8697667485,8,Aeroparque,2203364.73622,no,medio
14721,Morera,30/11/2011 18:12,Bajo (2 - 4 mts),22,Mediano,-68.8775396977,-32.8697380439,8,Aeroparque,2203364.73622,no,bajo
14722,Morera,30/11/2011 18:10,Bajo (2 - 4 mts),24,Mediano,-68.8775316128,-32.8697028465,8,Aeroparque,2203364.73622,no,bajo
14724,Prunas,30/11/2011 17:30,Bajo (2 - 4 mts),80,Grande,-68.8773718934,-32.8691043856,8,Aeroparque,2203364.73622,no,medio
14725,Perenne,30/11/2011 17:07,Muy bajo (1 - 2 mts),14,Chico,-68.8773577182,-32.8690536712,8,Aeroparque,2203364.73622,no,bajo
14726,Morera,30/11/2011 17:04,Bajo (2 - 4 mts),64,Grande,-68.877342924,-32.8689916642,8,Aeroparque,2203364.73622,no,medio
14727,Morera,30/11/2011 17:02,Bajo (2 - 4 mts),50,Mediano,-68.8773338257,-32.8689467743,8,Aeroparque,2203364.73622,no,bajo
14730,Aguaribay,05/12/2011 12:14,Muy bajo (1 - 2 mts),15,Chico,-68.8784861135,-32.8697159429,8,Aeroparque,2203364.73622,no,bajo
14733,Aguaribay,05/12/2011 12:10,Muy bajo (1 - 2 mts),20,Chico,-68.878626101,-32.8699403033,8,Aeroparque,2203364.73622,no,bajo
14734,Jacarand,05/12/2011 12:09,Muy bajo (1 - 2 mts),8,Chico,-68.8788235357,-32.8699069427,8,Aeroparque,2203364.73622,no,bajo
14735,Caducifolio,05/12/2011 12:08,Muy bajo (1 - 2 mts),4,Chico,-68.8788695251,-32.8698986573,8,Aeroparque,2203364.73622,no,bajo
14736,Morera,05/12/2011 12:07,Muy bajo (1 - 2 mts),15,Chico,-68.8789117785,-32.8698884352,8,Aeroparque,2203364.73622,no,bajo
14737,Prunas,05/12/2011 12:06,Muy bajo (1 - 2 mts),10,Chico,-68.8789524244,-32.869880105,8,Aeroparque,2203364.73622,no,bajo
14738,Prunas,05/12/2011 12:03,Muy bajo (1 - 2 mts),10,Chico,-68.8790141473,-32.8698686122,8,Aeroparque,2203364.73622,no,bajo
14742,Aguaribay,05/12/2011 12:00,Muy bajo (1 - 2 mts),15,Chico,-68.8792908977,-32.8697065897,8,Aeroparque,2203364.73622,no,bajo
14745,Prunas,05/12/2011 11:55,Muy bajo (1 - 2 mts),6,Chico,-68.87923363,-32.8694576161,8,Aeroparque,2203364.73622,no,bajo
14747,Aguaribay,05/12/2011 11:16,Medio (4 - 8 mts),70,Grande,-68.8784147673,-32.8686489844,8,Aeroparque,2203364.73622,no,medio
14749,Paraiso sombrilla,05/12/2011 11:14,Bajo (2 - 4 mts),66,Grande,-68.8783003669,-32.8686709611,8,Aeroparque,2203364.73622,no,medio
14751,Paraiso,05/12/2011 11:13,Bajo (2 - 4 mts),50,Mediano,-68.8782283743,-32.8687874072,8,Aeroparque,2203364.73622,no,bajo
14753,Morera,05/12/2011 11:10,Medio (4 - 8 mts),100,Grande,-68.8782638769,-32.8689176591,8,Aeroparque,2203364.73622,no,medio
14756,Morera,05/12/2011 11:08,Bajo (2 - 4 mts),46,Mediano,-68.8782970356,-32.8690376132,8,Aeroparque,2203364.73622,no,bajo
14757,Ligustro,05/12/2011 11:07,Bajo (2 - 4 mts),28,Mediano,-68.8783027738,-32.8690623207,8,Aeroparque,2203364.73622,no,bajo
