id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa
12307,Morera,12/01/2011 12:18,Alto (> 8 mts),185,Grande,-68.8466855249,-32.8662374966,4,Cuarta Oeste,1173332.70145,no
12310,Paraiso,12/01/2011 14:18,Alto (> 8 mts),115,Grande,-68.8467965684,-32.8663082119,6,Residencial Norte,2694682.37982,no
12311,Paraiso,12/01/2011 14:11,Alto (> 8 mts),160,Grande,-68.8467788328,-32.8664048113,6,Residencial Norte,2694682.37982,no
12312,Paraiso,12/01/2011 14:05,Alto (> 8 mts),190,Grande,-68.8467766113,-32.8664757359,6,Residencial Norte,2694682.37982,no
12316,Morera,12/01/2011 13:57,Alto (> 8 mts),250,Grande,-68.8467592861,-32.8666418069,6,Residencial Norte,2694682.37982,no
12317,Paraiso,12/01/2011 13:55,Alto (> 8 mts),170,Grande,-68.8467489266,-32.8667293326,6,Residencial Norte,2694682.37982,no
12318,Paraiso,12/01/2011 13:49,Alto (> 8 mts),180,Grande,-68.8467454405,-32.8667900295,6,Residencial Norte,2694682.37982,no
12319,Paraiso,12/01/2011 13:48,Alto (> 8 mts),190,Grande,-68.8467314812,-32.866903112,6,Residencial Norte,2694682.37982,no
12322,Paraiso,12/01/2011 13:33,Alto (> 8 mts),195,Grande,-68.846714387,-32.8671390971,6,Residencial Norte,2694682.37982,no
12325,Paraiso,12/01/2011 11:24,Alto (> 8 mts),160,Grande,-68.8467013472,-32.8672920825,6,Residencial Norte,2694682.37982,no
12328,Morera,13/01/2011 11:40,Alto (> 8 mts),150,Grande,-68.847237101,-32.8674678091,6,Residencial Norte,2694682.37982,no
12329,Morera,13/01/2011 11:38,Alto (> 8 mts),148,Grande,-68.8471193798,-32.8674587899,6,Residencial Norte,2694682.37982,no
12335,Morera,13/01/2011 13:55,Alto (> 8 mts),189,Grande,-68.846840042,-32.8670430762,6,Residencial Norte,2694682.37982,no
12337,Morera,13/01/2011 14:02,Alto (> 8 mts),160,Grande,-68.8468522675,-32.866885648,6,Residencial Norte,2694682.37982,no
12341,Morera,14/01/2011 09:57,Alto (> 8 mts),160,Grande,-68.8468823292,-32.8665494662,6,Residencial Norte,2694682.37982,no
12343,Morera,18/01/2011 09:38,Alto (> 8 mts),160,Grande,-68.8470408566,-32.8662564163,6,Residencial Norte,2694682.37982,no
12345,Morera,18/01/2011 09:31,Medio (4 - 8 mts),120,Grande,-68.8471820894,-32.8662654255,6,Residencial Norte,2694682.37982,no
12346,Morera,18/01/2011 09:26,Medio (4 - 8 mts),70,Grande,-68.8472289864,-32.8662699011,6,Residencial Norte,2694682.37982,no
12347,Morera,18/01/2011 09:24,Medio (4 - 8 mts),110,Grande,-68.847317318,-32.8662723155,6,Residencial Norte,2694682.37982,si
12349,Morera,18/01/2011 09:15,Medio (4 - 8 mts),75,Grande,-68.8474429736,-32.866282786,6,Residencial Norte,2694682.37982,no
12350,Olmo bola,18/01/2011 09:14,Muy bajo (1 - 2 mts),2,Chico,-68.8475063246,-32.8662872905,6,Residencial Norte,2694682.37982,no
12351,Morera,13/01/2011 12:30,Alto (> 8 mts),130,Grande,-68.8475776411,-32.8663822267,6,Residencial Norte,2694682.37982,no
12353,Morera,13/01/2011 12:27,Alto (> 8 mts),125,Grande,-68.8475617392,-32.8665591199,6,Residencial Norte,2694682.37982,no
12355,Morera,13/01/2011 12:23,Alto (> 8 mts),95,Grande,-68.8475537712,-32.8666574842,6,Residencial Norte,2694682.37982,no
12356,Morera,13/01/2011 12:22,Alto (> 8 mts),97,Grande,-68.8475472607,-32.866715816,6,Residencial Norte,2694682.37982,no
12361,Morera,13/01/2011 12:05,Medio (4 - 8 mts),65,Grande,-68.8475260331,-32.8670702473,6,Residencial Norte,2694682.37982,no
12362,Morera,13/01/2011 12:04,Medio (4 - 8 mts),70,Grande,-68.847519324,-32.8671197421,6,Residencial Norte,2694682.37982,si
12365,Morera,13/01/2011 11:57,Alto (> 8 mts),170,Grande,-68.8475078349,-32.8672777051,6,Residencial Norte,2694682.37982,no
12367,Morera,13/01/2011 11:51,Alto (> 8 mts),190,Grande,-68.8474964331,-32.8673846322,6,Residencial Norte,2694682.37982,no
12370,Morera,20/01/2011 14:16,Alto (> 8 mts),160,Grande,-68.8479991504,-32.8675150637,6,Residencial Norte,2694682.37982,no
12374,Morera,21/01/2011 14:10,Medio (4 - 8 mts),85,Grande,-68.8476007602,-32.867432853,6,Residencial Norte,2694682.37982,no
12376,Morera,21/01/2011 14:09,Alto (> 8 mts),135,Grande,-68.8476160061,-32.867284165,6,Residencial Norte,2694682.37982,si
12377,Morera,21/01/2011 14:07,Alto (> 8 mts),130,Grande,-68.8476177992,-32.8672415486,6,Residencial Norte,2694682.37982,no
12379,Morera,21/01/2011 13:45,Alto (> 8 mts),85,Grande,-68.8476345109,-32.8670697347,6,Residencial Norte,2694682.37982,no
12380,Morera,21/01/2011 13:37,Alto (> 8 mts),180,Grande,-68.8476351864,-32.8670358345,6,Residencial Norte,2694682.37982,no
12382,Morera,21/01/2011 13:31,Alto (> 8 mts),150,Grande,-68.8476511984,-32.8668282523,6,Residencial Norte,2694682.37982,no
12383,Morera,21/01/2011 13:29,Alto (> 8 mts),90,Grande,-68.8476568184,-32.8667726615,6,Residencial Norte,2694682.37982,no
12385,Morera,21/01/2011 13:12,Alto (> 8 mts),180,Grande,-68.847666821,-32.8666809704,6,Residencial Norte,2694682.37982,no
12386,Morera,21/01/2011 13:09,Alto (> 8 mts),170,Grande,-68.8476772395,-32.8665584491,6,Residencial Norte,2694682.37982,no
12387,Morera,21/01/2011 10:24,Alto (> 8 mts),146,Grande,-68.8476823208,-32.8664610722,6,Residencial Norte,2694682.37982,si
12388,Morera,21/01/2011 10:18,Alto (> 8 mts),150,Grande,-68.847877264,-32.866314692,6,Residencial Norte,2694682.37982,no
12389,Morera,21/01/2011 10:17,Medio (4 - 8 mts),95,Grande,-68.847944355,-32.8663189304,6,Residencial Norte,2694682.37982,no
12390,Morera,21/01/2011 10:15,Alto (> 8 mts),180,Grande,-68.8479865421,-32.8663217129,6,Residencial Norte,2694682.37982,no
12391,Morera,21/01/2011 10:14,Alto (> 8 mts),125,Grande,-68.84803328,-32.8663249256,6,Residencial Norte,2694682.37982,no
12392,Morera,21/01/2011 10:09,Alto (> 8 mts),112,Grande,-68.8480858506,-32.8663280778,6,Residencial Norte,2694682.37982,no
12393,Morera,21/01/2011 10:07,Alto (> 8 mts),130,Grande,-68.8481779306,-32.8663341101,6,Residencial Norte,2694682.37982,no
12397,Morera,21/01/2011 09:57,Alto (> 8 mts),140,Grande,-68.8483588831,-32.8666362819,6,Residencial Norte,2694682.37982,no
12398,Morera,21/01/2011 09:46,Alto (> 8 mts),105,Grande,-68.848351933,-32.8667020972,6,Residencial Norte,2694682.37982,no
12400,Morera,21/01/2011 09:37,Alto (> 8 mts),195,Grande,-68.8483440312,-32.8668248985,6,Residencial Norte,2694682.37982,no
12402,Morera,21/01/2011 09:31,Alto (> 8 mts),95,Grande,-68.8483304334,-32.8669671695,6,Residencial Norte,2694682.37982,no
12406,Morera,21/01/2011 09:06,Alto (> 8 mts),90,Grande,-68.8483088719,-32.8673312478,6,Residencial Norte,2694682.37982,no
12407,Morera,21/01/2011 09:04,Alto (> 8 mts),150,Grande,-68.8483016787,-32.8674142851,6,Residencial Norte,2694682.37982,no
12408,Olmo bola,21/01/2011 09:01,Alto (> 8 mts),60,Mediano,-68.8482965381,-32.8674840701,6,Residencial Norte,2694682.37982,no
12410,Paraiso,21/01/2011 14:18,Alto (> 8 mts),94,Grande,-68.8484107002,-32.8673373945,6,Residencial Norte,2694682.37982,no
12413,Morera,21/01/2011 14:22,Alto (> 8 mts),150,Grande,-68.8484218991,-32.8672084423,6,Residencial Norte,2694682.37982,no
12414,Morera,21/01/2011 14:24,Alto (> 8 mts),210,Grande,-68.8484294287,-32.8671003057,6,Residencial Norte,2694682.37982,no
12418,Morera,24/01/2011 09:27,Alto (> 8 mts),160,Grande,-68.8484514597,-32.8668681451,6,Residencial Norte,2694682.37982,no
12420,Morera,24/01/2011 09:36,Alto (> 8 mts),197,Grande,-68.8484717184,-32.8666716398,6,Residencial Norte,2694682.37982,no
12422,Paraiso,24/01/2011 09:40,Alto (> 8 mts),130,Grande,-68.8484754651,-32.8666039622,6,Residencial Norte,2694682.37982,no
12423,Jacarand,24/01/2011 09:42,Alto (> 8 mts),70,Grande,-68.848476291,-32.8665687853,6,Residencial Norte,2694682.37982,no
12424,Braquiquito,24/01/2011 09:45,Bajo (2 - 4 mts),15,Chico,-68.848478855,-32.8664785243,6,Residencial Norte,2694682.37982,no
12425,Morera,24/01/2011 09:48,Alto (> 8 mts),190,Grande,-68.8484827664,-32.8664019787,6,Residencial Norte,2694682.37982,no
12427,Morera,24/01/2011 10:28,Alto (> 8 mts),160,Grande,-68.8487483517,-32.8663586716,6,Residencial Norte,2694682.37982,no
12429,Caducifolio,24/01/2011 10:37,Bajo (2 - 4 mts),36,Mediano,-68.8489088753,-32.8664107121,6,Residencial Norte,2694682.37982,no
12430,Fresno europeo,24/01/2011 10:39,Alto (> 8 mts),58,Mediano,-68.8489084344,-32.8664533077,6,Residencial Norte,2694682.37982,no
12434,Morera,24/01/2011 12:28,Alto (> 8 mts),210,Grande,-68.8488956452,-32.866602575899996,6,Residencial Norte,2694682.37982,no
12438,Fresno europeo,24/01/2011 12:48,Muy bajo (1 - 2 mts),25,Mediano,-68.848866433,-32.8669432172,6,Residencial Norte,2694682.37982,no
12439,Morera,24/01/2011 13:02,Alto (> 8 mts),160,Grande,-68.8488613456,-32.8669857621,6,Residencial Norte,2694682.37982,no
12442,Caducifolio,24/01/2011 13:04,Muy bajo (1 - 2 mts),15,Chico,-68.8488411722,-32.8672521029,6,Residencial Norte,2694682.37982,no
12446,Morera,25/01/2011 09:19,Medio (4 - 8 mts),65,Grande,-68.8486371546,-32.8675510088,6,Residencial Norte,2694682.37982,no
12447,Morera,25/01/2011 09:15,Alto (> 8 mts),90,Grande,-68.8485830297,-32.8675485006,6,Residencial Norte,2694682.37982,no
12448,Morera,25/01/2011 09:12,Medio (4 - 8 mts),47,Mediano,-68.8485413543,-32.8675441662,6,Residencial Norte,2694682.37982,no
12449,Morera,25/01/2011 09:35,Alto (> 8 mts),120,Grande,-68.8492374392,-32.8675840243,6,Residencial Norte,2694682.37982,no
12451,Morera,25/01/2011 09:26,Alto (> 8 mts),110,Grande,-68.8491452873,-32.8675805444,6,Residencial Norte,2694682.37982,no
12454,Morera,24/01/2011 14:18,Bajo (2 - 4 mts),20,Chico,-68.8489178722,-32.8674689522,6,Residencial Norte,2694682.37982,no
12455,Perenne,24/01/2011 14:17,Muy bajo (1 - 2 mts),50,Mediano,-68.84891779,-32.8674449309,6,Residencial Norte,2694682.37982,no
12456,Morera,24/01/2011 14:13,Medio (4 - 8 mts),89,Grande,-68.8489267189,-32.8673650678,6,Residencial Norte,2694682.37982,no
12458,Morera,24/01/2011 14:11,Alto (> 8 mts),190,Grande,-68.848941681,-32.8671643595,6,Residencial Norte,2694682.37982,no
12459,Morera,24/01/2011 14:09,Alto (> 8 mts),180,Grande,-68.8489478906,-32.8670787854,6,Residencial Norte,2694682.37982,no
12462,Paraiso,24/01/2011 14:04,Alto (> 8 mts),260,Grande,-68.8489725481,-32.8667927768,6,Residencial Norte,2694682.37982,no
12464,Morera,24/01/2011 14:00,Alto (> 8 mts),190,Grande,-68.848994949,-32.866558364,6,Residencial Norte,2694682.37982,si
12465,Acer,24/01/2011 13:58,Alto (> 8 mts),180,Grande,-68.8489986487,-32.8665226559,6,Residencial Norte,2694682.37982,no
12466,Fresno europeo,24/01/2011 13:56,Muy bajo (1 - 2 mts),2,Chico,-68.8490000534,-32.8664749327,6,Residencial Norte,2694682.37982,no
12467,Fresno europeo,24/01/2011 13:55,Muy bajo (1 - 2 mts),2,Chico,-68.8490031641,-32.8664298517,6,Residencial Norte,2694682.37982,no
12469,Morera,25/01/2011 10:31,Alto (> 8 mts),128,Grande,-68.8491419559,-32.8663796144,6,Residencial Norte,2694682.37982,no
12470,Morera,25/01/2011 10:28,Alto (> 8 mts),105,Grande,-68.8492024222,-32.8663841714,6,Residencial Norte,2694682.37982,no
12471,Morera,25/01/2011 10:27,Medio (4 - 8 mts),55,Mediano,-68.8492792342,-32.8663896083,6,Residencial Norte,2694682.37982,no
12472,Morera,25/01/2011 10:26,Alto (> 8 mts),120,Grande,-68.8493586083,-32.8663962863,6,Residencial Norte,2694682.37982,no
12476,Morera,25/01/2011 10:14,Bajo (2 - 4 mts),43,Mediano,-68.8494185248,-32.8665902824,6,Residencial Norte,2694682.37982,no
12479,Fresno europeo,25/01/2011 10:10,Bajo (2 - 4 mts),25,Mediano,-68.8493910421,-32.8668336988,6,Residencial Norte,2694682.37982,no
12481,Prunas,25/01/2011 10:04,Bajo (2 - 4 mts),35,Mediano,-68.849384808,-32.8669535789,6,Residencial Norte,2694682.37982,no
12483,Olmo bola,25/01/2011 10:01,Alto (> 8 mts),180,Grande,-68.8493714643,-32.8671038691,6,Residencial Norte,2694682.37982,no
12484,Morera,25/01/2011 10:00,Alto (> 8 mts),120,Grande,-68.8493709967,-32.8671820139,6,Residencial Norte,2694682.37982,si
12486,Paraiso,25/01/2011 09:47,Alto (> 8 mts),195,Grande,-68.8493656991,-32.8672548185,6,Residencial Norte,2694682.37982,no
12488,Morera,25/01/2011 09:42,Medio (4 - 8 mts),48,Mediano,-68.8493511178,-32.8674236135,6,Residencial Norte,2694682.37982,no
12490,Morera,25/01/2011 09:38,Alto (> 8 mts),145,Grande,-68.8493450457,-32.8674880918,6,Residencial Norte,2694682.37982,no
12491,Morera,25/01/2011 13:48,Alto (> 8 mts),70,Grande,-68.8493034699,-32.8680427148,6,Residencial Norte,2694682.37982,no
12492,Fresno americano,25/01/2011 13:46,Muy bajo (1 - 2 mts),8,Chico,-68.8493173154,-32.8678435174,6,Residencial Norte,2694682.37982,no
12493,Morera,25/01/2011 13:42,Alto (> 8 mts),65,Grande,-68.8492340626,-32.8677634908,6,Residencial Norte,2694682.37982,no
12495,Morera,25/01/2011 13:28,Medio (4 - 8 mts),45,Mediano,-68.8490305383,-32.8677512114,6,Residencial Norte,2694682.37982,no
12496,Morera,25/01/2011 13:23,Alto (> 8 mts),150,Grande,-68.8489144112,-32.8677444482,6,Residencial Norte,2694682.37982,no
12497,Morera,25/01/2011 13:22,Alto (> 8 mts),180,Grande,-68.8486971973,-32.8677343608,6,Residencial Norte,2694682.37982,no
12501,Fresno europeo,26/01/2011 09:44,Bajo (2 - 4 mts),35,Mediano,-68.8483695601,-32.86776827,6,Residencial Norte,2694682.37982,no
12503,Paraiso,26/01/2011 09:35,Alto (> 8 mts),180,Grande,-68.8483614364,-32.867873855,6,Residencial Norte,2694682.37982,no
12507,Morera,26/01/2011 09:54,Alto (> 8 mts),170,Grande,-68.8483148535,-32.8684776112,6,Residencial Norte,2694682.37982,no
12513,Fresno europeo,25/01/2011 13:52,Medio (4 - 8 mts),67,Grande,-68.8492894229,-32.8681942151,6,Residencial Norte,2694682.37982,no
12514,Acacia SP,10/01/2011 11:06,Alto (> 8 mts),90,Grande,-68.8445760074,-32.8633102841,4,Cuarta Oeste,1173332.70145,no
12517,Prunas,10/01/2011 10:25,Bajo (2 - 4 mts),29,Mediano,-68.8442021249,-32.8632941368,4,Cuarta Oeste,1173332.70145,no
12523,Acer,10/01/2011 10:04,Medio (4 - 8 mts),100,Grande,-68.8439613178,-32.8631707137,4,Cuarta Oeste,1173332.70145,no
12525,Morera,10/01/2011 09:46,Alto (> 8 mts),180,Grande,-68.8439756243,-32.8629934664,4,Cuarta Oeste,1173332.70145,no
12528,Perenne,10/01/2011 09:33,Muy bajo (1 - 2 mts),8,Chico,-68.8439883953,-32.8628773151,4,Cuarta Oeste,1173332.70145,no
12530,Morera,10/01/2011 09:29,Alto (> 8 mts),180,Grande,-68.8439912212,-32.8627857559,4,Cuarta Oeste,1173332.70145,no
12535,Morera,10/01/2011 14:11,Alto (> 8 mts),120,Grande,-68.844124881,-32.8626229438,4,Cuarta Oeste,1173332.70145,no
12537,Morera,10/01/2011 14:05,Alto (> 8 mts),220,Grande,-68.8442360246,-32.8626240831,4,Cuarta Oeste,1173332.70145,no
12538,Catalpa,10/01/2011 14:01,Medio (4 - 8 mts),110,Grande,-68.8443163774,-32.8626188631,4,Cuarta Oeste,1173332.70145,no
12539,Fresno europeo,10/01/2011 13:41,Medio (4 - 8 mts),45,Mediano,-68.8443865689,-32.8626202128,4,Cuarta Oeste,1173332.70145,no
12540,Fresno europeo,10/01/2011 13:38,Alto (> 8 mts),190,Grande,-68.8444399871,-32.8626212711,4,Cuarta Oeste,1173332.70145,no
12543,Morera,10/01/2011 13:20,Bajo (2 - 4 mts),24,Mediano,-68.8446085764,-32.8626236447,4,Cuarta Oeste,1173332.70145,no
12545,Fresno europeo,10/01/2011 13:01,Medio (4 - 8 mts),90,Grande,-68.844653363,-32.8626964013,4,Cuarta Oeste,1173332.70145,no
12547,Fresno europeo,10/01/2011 12:55,Alto (> 8 mts),120,Grande,-68.8446504898,-32.8627468241,4,Cuarta Oeste,1173332.70145,no
12548,Paraiso,10/01/2011 12:50,Alto (> 8 mts),90,Grande,-68.8446475316,-32.862899913,4,Cuarta Oeste,1173332.70145,no
12550,Morera,10/01/2011 12:37,Alto (> 8 mts),110,Grande,-68.844643745,-32.8630238175,4,Cuarta Oeste,1173332.70145,no
12553,Morera,11/01/2011 10:33,Alto (> 8 mts),170,Grande,-68.8451576265,-32.8633237255,4,Cuarta Oeste,1173332.70145,no
12557,Paraiso,11/01/2011 10:09,Alto (> 8 mts),150,Grande,-68.8448841416,-32.8633164662,4,Cuarta Oeste,1173332.70145,no
12558,Olmo comun,11/01/2011 09:59,Bajo (2 - 4 mts),68,Grande,-68.8447477877,-32.8633118093,4,Cuarta Oeste,1173332.70145,no
12559,Fresno europeo,11/01/2011 09:50,Alto (> 8 mts),61,Grande,-68.8447034553,-32.8632620646,4,Cuarta Oeste,1173332.70145,no
12565,Morera,11/01/2011 09:04,Alto (> 8 mts),110,Grande,-68.8447254845,-32.8628851733,4,Cuarta Oeste,1173332.70145,no
12566,Morera,11/01/2011 09:00,Alto (> 8 mts),110,Grande,-68.8447340492,-32.86278313,4,Cuarta Oeste,1173332.70145,no
12567,Morera,11/01/2011 08:56,Alto (> 8 mts),124,Grande,-68.8447357364,-32.8627346209,4,Cuarta Oeste,1173332.70145,no
12568,Morera,11/01/2011 08:53,Alto (> 8 mts),140,Grande,-68.8447358668,-32.8626861144,4,Cuarta Oeste,1173332.70145,no
12570,Morera,11/01/2011 13:33,Medio (4 - 8 mts),150,Grande,-68.8447925682,-32.8626160283,4,Cuarta Oeste,1173332.70145,no
12571,Morera,11/01/2011 13:29,Alto (> 8 mts),160,Grande,-68.8448518627,-32.8626170036,4,Cuarta Oeste,1173332.70145,no
12573,Ailanthus,11/01/2011 13:23,Bajo (2 - 4 mts),30,Mediano,-68.8449602665,-32.8626202127,4,Cuarta Oeste,1173332.70145,no
12575,Paraiso,11/01/2011 13:12,Alto (> 8 mts),130,Grande,-68.8450466101,-32.8626191168,4,Cuarta Oeste,1173332.70145,no
12579,Morera,11/01/2011 12:32,Alto (> 8 mts),120,Grande,-68.8452339918,-32.862708723,4,Cuarta Oeste,1173332.70145,no
12581,Morera,11/01/2011 12:08,Alto (> 8 mts),120,Grande,-68.8452299314,-32.8627508236,4,Cuarta Oeste,1173332.70145,no
12582,Morera,11/01/2011 11:41,Alto (> 8 mts),150,Grande,-68.8452243501,-32.862837548,4,Cuarta Oeste,1173332.70145,no
12584,Morera,11/01/2011 11:37,Medio (4 - 8 mts),110,Grande,-68.8452198388,-32.862920237,4,Cuarta Oeste,1173332.70145,no
12585,Morera,11/01/2011 11:21,Alto (> 8 mts),170,Grande,-68.8452140972,-32.8630075879,4,Cuarta Oeste,1173332.70145,no
12586,Fresno europeo,11/01/2011 11:17,Medio (4 - 8 mts),88,Grande,-68.8452125468,-32.863045798,4,Cuarta Oeste,1173332.70145,no
12587,Caducifolio,11/01/2011 11:14,Bajo (2 - 4 mts),12,Chico,-68.8452106924,-32.863063441,4,Cuarta Oeste,1173332.70145,no
12592,Fresno europeo,14/01/2011 12:33,Medio (4 - 8 mts),34,Mediano,-68.8456581513,-32.8633495977,4,Cuarta Oeste,1173332.70145,no
12593,Fresno americano,14/01/2011 12:38,Medio (4 - 8 mts),56,Mediano,-68.8456009934,-32.8633484452,4,Cuarta Oeste,1173332.70145,no
12594,Fresno americano,14/01/2011 12:40,Muy bajo (1 - 2 mts),6,Chico,-68.8454954386,-32.8633461508,4,Cuarta Oeste,1173332.70145,no
12596,Tilo,14/01/2011 12:51,Bajo (2 - 4 mts),38,Mediano,-68.8453689453,-32.8633413589,4,Cuarta Oeste,1173332.70145,no
12599,Morera,14/01/2011 13:03,Alto (> 8 mts),130,Grande,-68.8452827301,-32.8632127337,4,Cuarta Oeste,1173332.70145,no
12604,Morera,14/01/2011 13:23,Alto (> 8 mts),100,Grande,-68.8453089281,-32.8627987012,4,Cuarta Oeste,1173332.70145,no
12606,Morera,14/01/2011 11:36,Alto (> 8 mts),120,Grande,-68.8454103499,-32.862619216,4,Cuarta Oeste,1173332.70145,no
12607,Morera,14/01/2011 11:39,Alto (> 8 mts),110,Grande,-68.845446762,-32.8626198552,4,Cuarta Oeste,1173332.70145,no
12609,Morera,14/01/2011 11:48,Alto (> 8 mts),190,Grande,-68.8456451711,-32.8626236808,4,Cuarta Oeste,1173332.70145,no
12610,Paraiso,14/01/2011 11:54,Muy bajo (1 - 2 mts),220,Grande,-68.8457535515,-32.8626219372,4,Cuarta Oeste,1173332.70145,no
12611,Paraiso,14/01/2011 11:57,Alto (> 8 mts),210,Grande,-68.845826857,-32.8626741581,4,Cuarta Oeste,1173332.70145,no
12614,Morera,14/01/2011 12:06,Alto (> 8 mts),160,Grande,-68.8458112795,-32.8628540173,4,Cuarta Oeste,1173332.70145,no
12616,Morera,14/01/2011 12:13,Alto (> 8 mts),130,Grande,-68.845793658,-32.8630190239,4,Cuarta Oeste,1173332.70145,no
12619,Morera,17/01/2011 09:13,Alto (> 8 mts),150,Grande,-68.8463194936,-32.863377772,4,Cuarta Oeste,1173332.70145,no
12620,Morera,17/01/2011 09:16,Medio (4 - 8 mts),90,Grande,-68.8462861604,-32.8633770999,4,Cuarta Oeste,1173332.70145,no
12622,Morera,17/01/2011 09:24,Medio (4 - 8 mts),130,Grande,-68.8461679988,-32.8633745201,4,Cuarta Oeste,1173332.70145,no
12625,Morera,17/01/2011 09:31,Alto (> 8 mts),130,Grande,-68.845961497,-32.8633620029,4,Cuarta Oeste,1173332.70145,no
12628,Morera,17/01/2011 09:47,Alto (> 8 mts),180,Grande,-68.8458768113,-32.8629069933,4,Cuarta Oeste,1173332.70145,no
12633,Morera,14/01/2011 13:51,Alto (> 8 mts),140,Grande,-68.8462039595,-32.862657536,4,Cuarta Oeste,1173332.70145,no
12635,Fresno europeo,14/01/2011 13:56,Bajo (2 - 4 mts),16,Chico,-68.8463679358,-32.8626709924,4,Cuarta Oeste,1173332.70145,no
12636,Paraiso,17/01/2011 08:34,Alto (> 8 mts),170,Grande,-68.8463889129,-32.8627738115,4,Cuarta Oeste,1173332.70145,no
12637,Paraiso,17/01/2011 08:38,Alto (> 8 mts),180,Grande,-68.846382003,-32.8628156417,4,Cuarta Oeste,1173332.70145,no
12638,Prunas,17/01/2011 08:45,Bajo (2 - 4 mts),41,Mediano,-68.8463759704,-32.8629063448,4,Cuarta Oeste,1173332.70145,no
12639,Paraiso,17/01/2011 08:47,Muy bajo (1 - 2 mts),7,Chico,-68.8463747187,-32.8629507067,4,Cuarta Oeste,1173332.70145,no
12640,Morera,17/01/2011 08:50,Medio (4 - 8 mts),120,Grande,-68.8463735822,-32.8629901996,4,Cuarta Oeste,1173332.70145,no
12647,Morera,17/01/2011 13:25,Bajo (2 - 4 mts),43,Mediano,-68.84705046,-32.8629024824,4,Cuarta Oeste,1173332.70145,no
12648,Morera,17/01/2011 13:28,Alto (> 8 mts),150,Grande,-68.8470372189,-32.8629699374,4,Cuarta Oeste,1173332.70145,no
12651,Ailanthus,18/01/2011 08:29,Alto (> 8 mts),90,Grande,-68.8469782654,-32.863258654,4,Cuarta Oeste,1173332.70145,no
12652,Ailanthus,18/01/2011 08:53,Alto (> 8 mts),160,Grande,-68.8469723252,-32.8632958868,4,Cuarta Oeste,1173332.70145,no
12653,Ailanthus,18/01/2011 08:57,Alto (> 8 mts),180,Grande,-68.846966831,-32.863318573,4,Cuarta Oeste,1173332.70145,no
12655,Ailanthus,18/01/2011 09:02,Alto (> 8 mts),170,Grande,-68.8469529668,-32.8633667526,4,Cuarta Oeste,1173332.70145,no
12656,Fresno americano,17/01/2011 11:44,Muy bajo (1 - 2 mts),6,Chico,-68.8468321886,-32.8633977872,4,Cuarta Oeste,1173332.70145,no
12657,Catalpa,17/01/2011 11:46,Medio (4 - 8 mts),90,Grande,-68.8467592209,-32.8633950829,4,Cuarta Oeste,1173332.70145,no
12662,Fresno europeo,17/01/2011 12:07,Medio (4 - 8 mts),70,Grande,-68.8464373456,-32.8632499968,4,Cuarta Oeste,1173332.70145,no
12665,Morera,17/01/2011 12:22,Medio (4 - 8 mts),150,Grande,-68.8464587513,-32.8629181414,4,Cuarta Oeste,1173332.70145,no
12669,Paraiso,17/01/2011 13:02,Alto (> 8 mts),280,Grande,-68.8467858938,-32.8627332711,4,Cuarta Oeste,1173332.70145,no
12671,Paraiso,17/01/2011 13:06,Alto (> 8 mts),160,Grande,-68.8469025385,-32.8627476607,4,Cuarta Oeste,1173332.70145,no
12672,Paraiso,17/01/2011 13:09,Alto (> 8 mts),200,Grande,-68.8469585104,-32.8627548526,4,Cuarta Oeste,1173332.70145,no
12673,Paraiso,17/01/2011 13:13,Alto (> 8 mts),190,Grande,-68.8470230276,-32.8627631369,4,Cuarta Oeste,1173332.70145,no
12676,Fresno americano,19/01/2011 12:20,Medio (4 - 8 mts),90,Grande,-68.8481386053,-32.8629162513,4,Cuarta Oeste,1173332.70145,no
12679,Morera,19/01/2011 12:28,Alto (> 8 mts),200,Grande,-68.8483021464,-32.8629347542,4,Cuarta Oeste,1173332.70145,no
12680,Morera,19/01/2011 12:32,Alto (> 8 mts),160,Grande,-68.8483846041,-32.8629482894,6,Residencial Norte,2694682.37982,no
12681,Morera,19/01/2011 12:35,Alto (> 8 mts),130,Grande,-68.8484395293,-32.8629572962,6,Residencial Norte,2694682.37982,no
12682,Morera,19/01/2011 12:38,Medio (4 - 8 mts),140,Grande,-68.8484902414,-32.8629646479,6,Residencial Norte,2694682.37982,no
12684,Caducifolio,19/01/2011 13:02,Muy bajo (1 - 2 mts),30,Mediano,-68.8486565633,-32.863070243,6,Residencial Norte,2694682.37982,no
12689,Catalpa,19/01/2011 13:15,Medio (4 - 8 mts),60,Mediano,-68.8486348863,-32.8632268953,6,Residencial Norte,2694682.37982,no
12690,Caducifolio,19/01/2011 13:17,Bajo (2 - 4 mts),24,Mediano,-68.8486288651,-32.8632801927,6,Residencial Norte,2694682.37982,no
12692,Paraiso,20/01/2011 10:12,Bajo (2 - 4 mts),50,Mediano,-68.8485091629,-32.8634611443,6,Residencial Norte,2694682.37982,no
12695,Acacia visco,20/01/2011 10:08,Medio (4 - 8 mts),110,Grande,-68.8482309664,-32.8634508885,6,Residencial Norte,2694682.37982,no
12696,Morera,20/01/2011 10:01,Medio (4 - 8 mts),110,Grande,-68.8480489183,-32.863445618,4,Cuarta Oeste,1173332.70145,no
